75	1	1
75	51	1
75	21	3
76	13	3
76	15	2
76	32	2
76	29	3
77	30	3
78	8	1
79	24	2
79	1	3
80	15	1
80	28	2
81	32	1
81	36	2
82	35	1
82	41	2
82	25	1
83	33	3
83	9	2
84	48	1
85	32	3
86	32	2
86	50	2
86	40	3
86	29	1
86	3	2
87	34	2
88	3	3
88	25	2
89	18	2
89	10	3
89	26	1
90	20	2
90	30	3
90	31	3
91	27	2
92	51	2
92	19	1
92	47	3
92	33	2
92	20	1
93	24	3
94	20	2
94	25	2
94	30	2
94	22	2
94	7	2
95	38	2
95	31	3
95	7	1
95	8	2
95	13	1
96	4	3
96	32	3
96	11	2
96	25	1
97	44	1
97	19	2
97	11	2
97	46	2
97	45	2
98	29	1
98	37	3
98	2	3
98	5	1
99	43	3
99	25	1
99	2	2
99	50	1
99	30	3
100	53	1
100	13	2
100	50	3
101	14	3
101	38	1
101	48	3
102	13	1
102	2	1
102	7	2
102	17	2
103	3	2
104	31	3
104	51	2
104	4	2
105	48	3
105	28	3
105	36	1
106	21	2
107	32	3
108	13	3
108	12	2
108	3	1
109	30	3
109	35	2
109	20	2
109	26	1
110	1	3
110	52	2
110	8	1
110	35	1
110	52	3
111	4	2
111	12	2
111	4	3
111	11	3
111	5	3
112	34	3
112	18	1
113	19	1
113	37	2
114	49	1
114	46	3
114	21	3
114	8	3
114	40	3
115	31	1
115	21	3
115	23	1
116	28	3
117	8	2
117	14	3
117	4	2
117	31	3
118	45	2
118	33	3
118	48	2
118	21	1
119	39	1
119	51	3
119	22	1
119	28	1
120	19	2
120	21	3
121	53	1
122	35	3
122	31	1
122	18	3
122	46	1
122	16	2
124	44	1
124	44	2
124	5	1
124	11	1
124	2	3
125	29	3
125	16	2
125	3	2
125	10	1
126	18	3
127	5	3
127	5	1
127	33	2
128	27	3
128	11	3
129	47	2
129	18	2
129	38	3
129	11	1
130	26	2
131	52	1
131	42	2
131	44	2
132	27	2
133	46	1
133	9	3
133	34	1
133	47	2
134	40	3
134	8	2
134	29	1
134	4	1
134	2	2
135	41	2
136	9	1
137	26	3
137	5	1
137	28	3
138	15	2
138	20	2
138	26	1
138	8	3
139	15	3
139	48	2
139	41	2
139	13	2
140	33	1
141	41	2
141	39	3
141	28	3
142	2	2
142	52	2
143	18	2
143	34	3
143	20	3
143	11	3
144	37	2
144	39	2
145	35	3
145	15	3
146	2	2
146	53	1
147	21	2
147	6	2
148	53	1
148	53	3
149	24	2
149	30	1
149	43	1
149	18	3
149	34	3
150	47	2
151	41	1
151	12	3
151	26	3
152	46	3
153	9	3
154	2	3
155	7	2
155	16	3
156	37	1
156	43	2
156	43	1
156	45	3
157	1	2
157	22	1
157	21	1
157	27	3
158	4	1
158	26	3
158	52	2
158	26	2
158	12	3
159	26	3
160	35	1
160	10	1
160	35	2
160	51	3
160	12	2
161	3	3
162	8	1
162	19	3
163	24	3
163	22	1
163	29	2
163	20	1
164	24	1
164	47	2
164	43	3
165	3	1
166	44	1
167	20	3
167	47	2
167	13	3
168	2	3
168	10	3
168	25	1
168	34	1
169	47	2
169	39	1
169	33	2
169	38	1
169	10	3
170	26	3
170	10	1
170	8	3
170	46	1
170	7	2
171	40	1
171	4	1
171	11	1
171	26	2
172	51	1
173	46	3
173	23	1
173	50	1
173	28	2
173	37	1
174	4	1
174	5	3
174	50	3
174	53	2
174	29	2
175	21	2
175	4	3
176	18	3
176	15	2
177	51	1
177	23	2
178	50	3
178	44	3
178	17	1
179	53	1
179	9	2
180	31	3
181	35	1
181	32	2
181	40	1
181	2	1
182	29	3
182	13	1
183	38	1
183	32	1
183	23	3
183	38	1
184	16	1
184	41	2
184	34	2
184	53	1
184	52	3
185	15	1
185	27	3
186	42	2
186	12	2
186	49	2
186	49	2
187	39	2
188	2	3
188	46	3
188	5	1
188	53	2
189	31	3
189	7	1
189	6	2
189	16	3
189	48	3
190	18	3
190	32	2
190	50	1
190	51	2
191	26	3
191	25	2
191	4	3
192	16	3
192	36	3
192	51	3
192	30	1
193	30	2
194	25	2
194	9	2
195	40	1
195	21	2
195	42	2
195	16	2
195	52	2
196	3	2
197	18	1
197	43	2
198	37	3
198	5	2
199	53	3
